Molecule: ./Results/serine/a5.txt 
Step1: ['add'], Previous ligand: c1ccccc1, Changed ligand: Oc1ccccc1, New ligand: Oc1ccccc1 Score: tensor([0.5001])
Step479: ['remove ring'], Previous ligand: CCCC1c2c(CCO)ccn2C(C)(P)C12CC(OCC)C(S)(CNCNCC)CC2N, Changed ligand: CCCCc1c(CCO)ccn1C(C)(P)C1CC(OCC)C(S)(CNCNCC)CC1N, New ligand: CCCCc1c(CCO)ccn1C(C)(P)C1CC(OCC)C(S)(CNCNCC)CC1N Score: tensor([0.6693])
Step480: ['turn ring aromatic'], Previous ligand: CCCCc1c(CCO)ccn1C(C)(P)C1CC(OCC)C(S)(CNCNCC)CC1N, Changed ligand: CCCCc1c(CCO)ccn1C(C)(P)C1:C:C(OCC):C(S)(CNCNCC):C:C:1NStep481: ['switch'], Previous ligand: CCCCc1c(CCO)ccn1C(C)(P)C1CC(OCC)C(S)(CNCNCC)CC1N, Changed ligand: CCCCCc1c(CCO)ccn1C(C)(P)C1CC(OCC)C(S)(CNCNCC)CC1N, New ligand: CCCCCc1c(CCO)ccn1C(C)(P)C1CC(OCC)C(S)(CNCNCC)CC1N Score: tensor([0.6776])
Step482: ['remove'], Previous ligand: CCCCCc1c(CCO)ccn1C(C)(P)C1CC(OCC)C(S)(CNCNCC)CC1N, Changed ligand: CCCCCc1c(CCO)ccn1C(C)C1CC(OCC)C(S)(CNCNCC)CC1N, New ligand: CCCCCc1c(CCO)ccn1C(C)C1CC(OCC)C(S)(CNCNCC)CC1N Score: tensor([0.7114])
Step483: ['add'], Previous ligand: CCCCCc1c(CCO)ccn1C(C)C1CC(OCC)C(S)(CNCNCC)CC1N, Changed ligand: CCCCC(=N)c1c(CCO)ccn1C(C)C1CC(OCC)C(S)(CNCNCC)CC1N, New ligand: CCCCCc1c(CCO)ccn1C(C)C1CC(OCC)C(S)(CNCNCC)CC1N Score: tensor([0.7114])
Step484: ['switch'], Previous ligand: CCCCCc1c(CCO)ccn1C(C)C1CC(OCC)C(S)(CNCNCC)CC1N, Changed ligand: CCCCCc1c(CCCO)ccn1C(C)C1CC(OCC)C(S)(CNCNCC)CC1N, New ligand: CCCCCc1c(CCO)ccn1C(C)C1CC(OCC)C(S)(CNCNCC)CC1N Score: tensor([0.7114])
Step485: ['switch'], Previous ligand: CCCCCc1c(CCO)ccn1C(C)C1CC(OCC)C(S)(CNCNCC)CC1N, Changed ligand: CCCCCc1c(CCO)ccn1C(C)C1[SH2]CC(OCC)C(S)(CNCNCC)CC1N, New ligand: CCCCCc1c(CCO)ccn1C(C)C1CC(OCC)C(S)(CNCNCC)CC1N Score: tensor([0.7114])
Step486: ['switch'], Previous ligand: CCCCCc1c(CCO)ccn1C(C)C1CC(OCC)C(S)(CNCNCC)CC1N, Changed ligand: CCCCCc1c(CCO)ccn1C(C)C1CC(OCC)C(S)(CNCNCC)CCC1N, New ligand: CCCCCc1c(CCO)ccn1C(C)C1CC(OCC)C(S)(CNCNCC)CCC1N Score: tensor([0.6986])
Step487: ['remove'], Previous ligand: CCCCCc1c(CCO)ccn1C(C)C1CC(OCC)C(S)(CNCNCC)CCC1N, Changed ligand: CCCCCc1c(CCO)ccn1C(C)C1CC(OCC)C(S)(CNCNC)CCC1N, New ligand: CCCCCc1c(CCO)ccn1C(C)C1CC(OCC)C(S)(CNCNC)CCC1N Score: tensor([0.7022])
Step488: ['add'], Previous ligand: CCCCCc1c(CCO)ccn1C(C)C1CC(OCC)C(S)(CNCNC)CCC1N, Changed ligand: CCCCCc1c(CCO)ccn1C(C)C1C(N)CCC(S)(CNCNC)C(OCC)C1C, New ligand: CCCCCc1c(CCO)ccn1C(C)C1C(N)CCC(S)(CNCNC)C(OCC)C1C Score: tensor([0.7064])
Step489: ['switch'], Previous ligand: CCCCCc1c(CCO)ccn1C(C)C1C(N)CCC(S)(CNCNC)C(OCC)C1C, Changed ligand: CCCCCc1c(CCO)ccn1C(C)C1C(N)CCC(S)(CNCNC)C(OCC)C1C, New ligand: CCCCCc1c(CCO)ccn1C(C)C1C(N)CCC(S)(CNCNC)C(OCC)C1C Score: tensor([0.7069])
Step490: ['turn ring aromatic'], Previous ligand: CCCCCc1c(CCO)ccn1C(C)C1C(N)CCC(S)(CNCNC)C(OCC)C1C, Changed ligand: CCCCCC1C(CCO)CCN1C(C)C1C(N)CCC(S)(CNCNC)C(OCC)C1C, New ligand: CCCCCc1c(CCO)ccn1C(C)C1C(N)CCC(S)(CNCNC)C(OCC)C1C Score: tensor([0.7069])
Step491: ['add'], Previous ligand: CCCCCc1c(CCO)ccn1C(C)C1C(N)CCC(S)(CNCNC)C(OCC)C1C, Changed ligand: CCCCCc1c(CCO)ccn1C(C)C1C(N)CCC(CNCNC)(SS)C(OCC)C1C, New ligand: CCCCCc1c(CCO)ccn1C(C)C1C(N)CCC(S)(CNCNC)C(OCC)C1C Score: tensor([0.7069])
Step492: ['switch'], Previous ligand: CCCCCc1c(CCO)ccn1C(C)C1C(N)CCC(S)(CNCNC)C(OCC)C1C, Changed ligand: CCCCCc1c(CCO)ccn1C(C)C1C(N)CCC(S)(CNCNC)C(OCC)C1C, New ligand: CCCCCc1c(CCO)ccn1C(C)C1C(N)CCC(S)(CNCNC)C(OCC)C1C Score: tensor([0.7069])
Step493: ['remove'], Previous ligand: CCCCCc1c(CCO)ccn1C(C)C1C(N)CCC(S)(CNCNC)C(OCC)C1C, Changed ligand: CCCCCc1c(CCO)ccn1C(C)C1C(N)CCC(CNCNC)C(OCC)C1C, New ligand: CCCCCc1c(CCO)ccn1C(C)C1C(N)CCC(CNCNC)C(OCC)C1C Score: tensor([0.7241])
Step494: ['add'], Previous ligand: CCCCCc1c(CCO)ccn1C(C)C1C(N)CCC(CNCNC)C(OCC)C1C, Changed ligand: CCCCCc1c(CCO)ccn1C(C)C1C(N)C(=S)CC(CNCNC)C(OCC)C1C, New ligand: CCCCCc1c(CCO)ccn1C(C)C1C(N)CCC(CNCNC)C(OCC)C1C Score: tensor([0.7241])
Step495: ['turn ring aromatic'], Previous ligand: CCCCCc1c(CCO)ccn1C(C)C1C(N)CCC(CNCNC)C(OCC)C1C, Changed ligand: CCCCCc1c(CCO)ccn1C(C)C1:C(N):C:C:C(CNCNC):C(OCC):C:1CStep496: ['remove'], Previous ligand: CCCCCc1c(CCO)ccn1C(C)C1C(N)CCC(CNCNC)C(OCC)C1C, Changed ligand: CCCCCc1c(CCO)ccn1C(C)C1C(N)CCC(CNNC)C(OCC)C1C, New ligand: CCCCCc1c(CCO)ccn1C(C)C1C(N)CCC(CNCNC)C(OCC)C1C Score: tensor([0.7241])
Step497: ['remove ring'], Previous ligand: CCCCCc1c(CCO)ccn1C(C)C1C(N)CCC(CNCNC)C(OCC)C1C, Changed ligand: CCCCCc1c(CCO)ccn1C(C)C(C(C)N)C(C)C(OCC)C(C)CNCNC, New ligand: CCCCCc1c(CCO)ccn1C(C)C(C(C)N)C(C)C(OCC)C(C)CNCNC Score: tensor([0.7989])
Step498: ['change bond type'], Previous ligand: CCCCCc1c(CCO)ccn1C(C)C(C(C)N)C(C)C(OCC)C(C)CNCNC, Changed ligand: CCCCCc1c(CCO)ccn1C(C)C(C(C)N)C(C)C(OCC)C(C)CNCNC, New ligand: CCCCCc1c(CCO)ccn1C(C)C(C(C)N)C(C)C(OCC)C(C)CNCNC Score: tensor([0.7993])
Step499: ['remove'], Previous ligand: CCCCCc1c(CCO)ccn1C(C)C(C(C)N)C(C)C(OCC)C(C)CNCNC, Changed ligand: CCCCCc1c(CCO)ccn1C(C)C(C(C)N)C(C)C(OCC)C(C)CCNC, New ligand: CCCCCc1c(CCO)ccn1C(C)C(C(C)N)C(C)C(OCC)C(C)CCNC Score: tensor([0.7920])
Step500: ['add'], Previous ligand: CCCCCc1c(CCO)ccn1C(C)C(C(C)N)C(C)C(OCC)C(C)CCNC, Changed ligand: CCCCCc1c(CCO)ccn1C(C)C(C(C)N)C(C)C(OCC)C(C)CCNCC, New ligand: CCCCCc1c(CCO)ccn1C(C)C(C(C)N)C(C)C(OCC)C(C)CCNCC Score: tensor([0.8009])
Step501: ['turn ring aromatic'], Previous ligand: CCC1C([SH3])=C(COC)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC Score: tensor([0.8070])
Step502: ['change type'], Previous ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC Score: tensor([0.8074])
Step503: ['move_junction'], Previous ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC Score: tensor([0.8067])
Step504: ['add'], Previous ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC, Changed ligand: CNCOC1(C)C(CCO)C([SH3])=C(COC)C2C(CO)CCN21, New ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC Score: tensor([0.8067])
Step505: ['form new ring'], Previous ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC, Changed ligand: CCC1C([SH3])=C2COCC23C(CO)CCN3C1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC Score: tensor([0.8067])
Step506: ['remove'], Previous ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1OCNC, New ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC Score: tensor([0.8067])
Step507: ['add'], Previous ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCN(C)C, New ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC Score: tensor([0.8067])
Step508: ['remove'], Previous ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)C2C(O)CCN2C1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC Score: tensor([0.8067])
Step509: ['add'], Previous ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC, Changed ligand: CCC1(C)C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC Score: tensor([0.8067])
Step510: ['move_junction'], Previous ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC Score: tensor([0.8070])
Step511: ['switch'], Previous ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCCNC, New ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC Score: tensor([0.8070])
Step512: ['add'], Previous ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)C2C(CO)CC[N+]2([O-])C1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC Score: tensor([0.8070])
Step513: ['add'], Previous ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC, Changed ligand: CNCOC1(C)C(C(C)N)C([SH3])=C(COC)C2C(CO)CCN21, New ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC Score: tensor([0.8070])
Step514: ['switch'], Previous ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OOCNC, New ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC Score: tensor([0.8070])
Step515: ['switch'], Previous ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC, Changed ligand: CCC1C(C[SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC Score: tensor([0.8070])
Step516: ['remove ring'], Previous ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC, Changed ligand: CCC(C(C)OCNC)C([SH3])C(COC)C1NCCC1CO, New ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC Score: tensor([0.8070])
Step517: ['change bond type'], Previous ligand: CCC1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC, Changed ligand: CC=C1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC, New ligand: CC=C1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC Score: tensor([0.8025])
Step518: ['remove ring'], Previous ligand: CC=C1C([SH3])=C(COC)C2C(CO)CCN2C1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7142])
Step519: ['add'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CNCOC1(C)NCCC(CO)CC(COC)=C([SH3])C1CCS, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7142])
Step520: ['add'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(C)(CO)CCNC1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7142])
Step521: ['change type'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCOC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7142])
Step522: ['switch'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7171])
Step523: ['switch'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(COO)CCNC1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7171])
Step524: ['remove'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)CNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7171])
Step525: ['add'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNCP, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7171])
Step526: ['change type'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)NCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7171])
Step527: ['remove'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCN, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7171])
Step528: ['change type'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(NO)CCNC1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7171])
Step529: ['change type'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(CO)SCNC1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7171])
Step530: ['remove'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CNCOC1(C)NCCC(CO)CC(COC)=C([SH3])C1C, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7171])
Step531: ['remove'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)ONC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7171])
Step532: ['change type'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7182])
Step533: ['add'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCCCNCOC1(C)NCCC(CO)CC(COC)=C([SH3])C1CC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7182])
Step534: ['add'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(CO)CCN(O)C1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7182])
Step535: ['add'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CNCOC1(C)NCCC(CO)CC(COC)=C([SH3])C1C(C)C, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7182])
Step536: ['remove ring'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC(CO)CC(COC)C([SH3])C(CC)C(C)(N)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7182])
Step537: ['remove ring'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC(CO)CC(COC)C([SH3])C(CC)C(C)(N)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7182])
Step538: ['switch'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7143])
Step539: ['add'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(O)(CO)CCNC1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7143])
Step540: ['add'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(CO)CC(C)NC1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7143])
Step541: ['add'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: C=C1C(COC)=C([SH3])C(CC)C(C)(OCNC)NCCC1CO, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7143])
Step542: ['move_junction'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(C)(CO)CCNC1OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7143])
Step543: ['switch'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7143])
Step544: ['add'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CNCOC1(C)NCCC(CO)CC(COC)=C([SH3])C1C(C)P, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7143])
Step545: ['move_junction'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7172])
Step546: ['switch'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7176])
Step547: ['add'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC=CNCOC1(C)NCCC(CO)CC(COC)=C([SH3])C1CC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7176])
Step548: ['move_junction'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(CO)CC(C)NC1OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7176])
Step549: ['switch'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNSC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7176])
Step550: ['remove ring'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC(C(C)OCNC)C([SH3])C(COC)CC(CO)CCN, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7176])
Step551: ['change type'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7140])
Step552: ['add'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1(C)C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7140])
Step553: ['remove'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1=C([SH3])C(CC)C(C)(OCNC)NCCC(CO)C1, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7140])
Step554: ['switch'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(OCOC)CC(CO)CCNC1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7140])
Step555: ['move_junction'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7171])
Step556: ['move_junction'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7165])
Step557: ['add'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(C(P)OC)CC(CO)CCNC1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7165])
Step558: ['remove'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(C)CCNC1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7165])
Step559: ['add'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3]O)=C(COC)CC(CO)CCNC1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7165])
Step560: ['add'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(CO)C(N)CNC1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7165])
Step561: ['remove ring'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCCC(C)(NCCC(CO)CC(C[SH3])COC)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7165])
Step562: ['switch'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7165])
Step563: ['remove ring'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCCC([SH3])C(COC)CC(CO)CCNC(C)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7165])
Step564: ['change type'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CCC1C([SH3])=C(COC)CC(CO)NCNC1(C)OCNC, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7165])
Step565: ['remove'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CNCOC1(C)NCCC(CO)CC(COC)=C([SH3])C1C, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7165])
Step566: ['remove'], Previous ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC, Changed ligand: CNCOC1(C)NCCC(CO)CC(COC)=C([SH3])C1C, New ligand: CCC1C([SH3])=C(COC)CC(CO)CCNC1(C)OCNC Score: tensor([0.7165])
